path,line,metric_name_as_stored,definition,unit,center_statistic,aggregation_level,duration,sampling_frame_rate,experimental_simulation_unit,source_type,compatible_canonical_metric,conversion_allowed,conversion_reason,ambiguity_status
calibration_targets/candidate_targets_reviewed.csv,4,median_planar_speed_mm_s,"riemensperger_speed_day5,riemensperger_2011_dopamine_deficiency,dopamine_deficiency,""DTHgFS+/-; ple"",2-5,female,Spontaneous walking in an open arena,median_planar_speed_mm_s,7.8,mm/s,median,,,13,fly,Figure 2A; Results,10.1073/pnas.101093010",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,median_planar_speed_mm_s,false,canonical metric token,EXACTLY_DEFINED
calibration_targets/candidate_targets_reviewed.csv,4,speed,"riemensperger_speed_day5,riemensperger_2011_dopamine_deficiency,dopamine_deficiency,""DTHgFS+/-; ple"",2-5,female,Spontaneous walking in an open arena,median_planar_speed_mm_s,7.8,mm/s,median,,,13,fly,Figure 2A; Results,10.1073/pnas.101093010",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
calibration_targets/candidate_targets_reviewed.csv,5,climbing,"hwang_dj1_climbing_day5,hwang_2013_dj1_dlp,dj1,DJ-1betaex54,5,male,Negative geotaxis climbing assay,climbing_score,,,mean,SE,,12,independent_test_or_group_minimum,Figure 5E,10.1371/journal.pgen.1003412; PMID:23593018,VALIDATION_ONLY,validat",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,5,geotaxis,"hwang_dj1_climbing_day5,hwang_2013_dj1_dlp,dj1,DJ-1betaex54,5,male,Negative geotaxis climbing assay,climbing_score,,,mean,SE,,12,independent_test_or_group_minimum,Figure 5E,10.1371/journal.pgen.1003412; PMID:23593018,VALIDATION_ONLY,validat",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,geotactic_index,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,5,climbing,"hwang_dj1_climbing_day5,hwang_2013_dj1_dlp,dj1,DJ-1betaex54,5,male,Negative geotaxis climbing assay,climbing_score,,,mean,SE,,12,independent_test_or_group_minimum,Figure 5E,10.1371/journal.pgen.1003412; PMID:23593018,VALIDATION_ONLY,validat",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,5,climbing,"hwang_dj1_climbing_day5,hwang_2013_dj1_dlp,dj1,DJ-1betaex54,5,male,Negative geotaxis climbing assay,climbing_score,,,mean,SE,,12,independent_test_or_group_minimum,Figure 5E,10.1371/journal.pgen.1003412; PMID:23593018,VALIDATION_ONLY,validat",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,5,climbing,"hwang_dj1_climbing_day5,hwang_2013_dj1_dlp,dj1,DJ-1betaex54,5,male,Negative geotaxis climbing assay,climbing_score,,,mean,SE,,12,independent_test_or_group_minimum,Figure 5E,10.1371/journal.pgen.1003412; PMID:23593018,VALIDATION_ONLY,validat",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,5,climbing,"hwang_dj1_climbing_day5,hwang_2013_dj1_dlp,dj1,DJ-1betaex54,5,male,Negative geotaxis climbing assay,climbing_score,,,mean,SE,,12,independent_test_or_group_minimum,Figure 5E,10.1371/journal.pgen.1003412; PMID:23593018,VALIDATION_ONLY,validat",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,6,climbing,"godena_lrrk2_r1441c_climbing,godena_2014_lrrk2_microtubule,lrrk2,D42-GAL4 > human LRRK2-R1441C,6-7,not_reported,Climbing and flight assay,climbing_score,,,mean,SEM,,43,animal,Figure 6C,10.1038/ncomms6245,VALIDATION_ONLY,validation_only,,Tua",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,6,Climbing,"godena_lrrk2_r1441c_climbing,godena_2014_lrrk2_microtubule,lrrk2,D42-GAL4 > human LRRK2-R1441C,6-7,not_reported,Climbing and flight assay,climbing_score,,,mean,SEM,,43,animal,Figure 6C,10.1038/ncomms6245,VALIDATION_ONLY,validation_only,,Tua",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,6,climbing,"godena_lrrk2_r1441c_climbing,godena_2014_lrrk2_microtubule,lrrk2,D42-GAL4 > human LRRK2-R1441C,6-7,not_reported,Climbing and flight assay,climbing_score,,,mean,SEM,,43,animal,Figure 6C,10.1038/ncomms6245,VALIDATION_ONLY,validation_only,,Tua",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,6,Climbing,"godena_lrrk2_r1441c_climbing,godena_2014_lrrk2_microtubule,lrrk2,D42-GAL4 > human LRRK2-R1441C,6-7,not_reported,Climbing and flight assay,climbing_score,,,mean,SEM,,43,animal,Figure 6C,10.1038/ncomms6245,VALIDATION_ONLY,validation_only,,Tua",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,7,climbing,"godena_lrrk2_y1699c_climbing,godena_2014_lrrk2_microtubule,lrrk2,D42-GAL4 > human LRRK2-Y1699C,6-7,not_reported,Climbing and flight assay,climbing_score,,,mean,SEM,,59,animal,Figure 6C and Supplementary Figure 3C,10.1038/ncomms6245,VALIDATI",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,7,Climbing,"godena_lrrk2_y1699c_climbing,godena_2014_lrrk2_microtubule,lrrk2,D42-GAL4 > human LRRK2-Y1699C,6-7,not_reported,Climbing and flight assay,climbing_score,,,mean,SEM,,59,animal,Figure 6C and Supplementary Figure 3C,10.1038/ncomms6245,VALIDATI",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,7,climbing,"godena_lrrk2_y1699c_climbing,godena_2014_lrrk2_microtubule,lrrk2,D42-GAL4 > human LRRK2-Y1699C,6-7,not_reported,Climbing and flight assay,climbing_score,,,mean,SEM,,59,animal,Figure 6C and Supplementary Figure 3C,10.1038/ncomms6245,VALIDATI",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,7,Climbing,"godena_lrrk2_y1699c_climbing,godena_2014_lrrk2_microtubule,lrrk2,D42-GAL4 > human LRRK2-Y1699C,6-7,not_reported,Climbing and flight assay,climbing_score,,,mean,SEM,,59,animal,Figure 6C and Supplementary Figure 3C,10.1038/ncomms6245,VALIDATI",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,8,activity,"dumitrescu_parkin_activity_day1,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,1,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,30,percent_reduction_vs_age_matched_control,,,,29,fly,Figure",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,8,Activity,"dumitrescu_parkin_activity_day1,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,1,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,30,percent_reduction_vs_age_matched_control,,,,29,fly,Figure",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,8,activity,"dumitrescu_parkin_activity_day1,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,1,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,30,percent_reduction_vs_age_matched_control,,,,29,fly,Figure",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,8,activity,"dumitrescu_parkin_activity_day1,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,1,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,30,percent_reduction_vs_age_matched_control,,,,29,fly,Figure",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,8,speed,"dumitrescu_parkin_activity_day1,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,1,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,30,percent_reduction_vs_age_matched_control,,,,29,fly,Figure",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
calibration_targets/candidate_targets_reviewed.csv,8,speed,"dumitrescu_parkin_activity_day1,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,1,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,30,percent_reduction_vs_age_matched_control,,,,29,fly,Figure",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
calibration_targets/candidate_targets_reviewed.csv,9,activity,"dumitrescu_parkin_activity_day45,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,45,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,85,percent_reduction_vs_age_matched_control,,,,52,fly,Figu",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,9,Activity,"dumitrescu_parkin_activity_day45,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,45,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,85,percent_reduction_vs_age_matched_control,,,,52,fly,Figu",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,9,activity,"dumitrescu_parkin_activity_day45,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,45,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,85,percent_reduction_vs_age_matched_control,,,,52,fly,Figu",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,9,activity,"dumitrescu_parkin_activity_day45,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,45,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,85,percent_reduction_vs_age_matched_control,,,,52,fly,Figu",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/candidate_targets_reviewed.csv,9,speed,"dumitrescu_parkin_activity_day45,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,45,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,85,percent_reduction_vs_age_matched_control,,,,52,fly,Figu",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
calibration_targets/candidate_targets_reviewed.csv,9,speed,"dumitrescu_parkin_activity_day45,dumitrescu_2023_parkin_rnai,parkin,UAS-mCD8-GFP; TH-GAL4/UAS-parkin-RNAi,45,male,Drosophila Activity Monitor infrared beam-break counts,DAM_activity,85,percent_reduction_vs_age_matched_control,,,,52,fly,Figu",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
calibration_targets/targets.csv,2,mean_planar_speed_mm_s,"chen_2014_adult_walking,human_alpha_synuclein,A30P,30,male,adult horizontal walking,mean_planar_speed_mm_s,4.875,mm/s,CI95,0.525,20,Figure 4f,10.1111/gbb.12172; PMID:25113870; PMCID:PMC4262005,approved,reviewer=Lê Tấn Vĩ;review_date=2026-09",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,mean_planar_speed_mm_s,false,canonical metric token,EXACTLY_DEFINED
calibration_targets/targets.csv,2,walking_speed,"chen_2014_adult_walking,human_alpha_synuclein,A30P,30,male,adult horizontal walking,mean_planar_speed_mm_s,4.875,mm/s,CI95,0.525,20,Figure 4f,10.1111/gbb.12172; PMID:25113870; PMCID:PMC4262005,approved,reviewer=Lê Tấn Vĩ;review_date=2026-09",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,,false,definition does not prove equivalence,LEGACY_ALIAS_UNPROVEN
calibration_targets/targets.csv,2,speed,"chen_2014_adult_walking,human_alpha_synuclein,A30P,30,male,adult horizontal walking,mean_planar_speed_mm_s,4.875,mm/s,CI95,0.525,20,Figure 4f,10.1111/gbb.12172; PMID:25113870; PMCID:PMC4262005,approved,reviewer=Lê Tấn Vĩ;review_date=2026-09",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/targets.csv,3,distance_traveled_mm,"pozo_2022_pink1_serotonin,pink1,Pink1B9,28,not_reported,Open-field locomotor tracking,distance_traveled_mm,62.091,mm,IQR_with_min_max_ranges_reported,61.288,21,Figure 3B,10.3390/cells11091544; PMID:35563850,approved,reviewer=Lê Tấn Vĩ;revie",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,distance_traveled_mm,false,canonical metric token,EXACTLY_DEFINED
calibration_targets/targets.csv,3,distance,"pozo_2022_pink1_serotonin,pink1,Pink1B9,28,not_reported,Open-field locomotor tracking,distance_traveled_mm,62.091,mm,IQR_with_min_max_ranges_reported,61.288,21,Figure 3B,10.3390/cells11091544; PMID:35563850,approved,reviewer=Lê Tấn Vĩ;revie",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/targets.csv,3,speed,"pozo_2022_pink1_serotonin,pink1,Pink1B9,28,not_reported,Open-field locomotor tracking,distance_traveled_mm,62.091,mm,IQR_with_min_max_ranges_reported,61.288,21,Figure 3B,10.3390/cells11091544; PMID:35563850,approved,reviewer=Lê Tấn Vĩ;revie",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
calibration_targets/targets.csv,3,distance,"pozo_2022_pink1_serotonin,pink1,Pink1B9,28,not_reported,Open-field locomotor tracking,distance_traveled_mm,62.091,mm,IQR_with_min_max_ranges_reported,61.288,21,Figure 3B,10.3390/cells11091544; PMID:35563850,approved,reviewer=Lê Tấn Vĩ;revie",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
calibration_targets/targets.csv,4,median_planar_speed_mm_s,"riemensperger_2011_dopamine_deficiency,dopamine_deficiency,DTHg^FS/+; ple,2-5,female,Spontaneous walking in an open arena,median_planar_speed_mm_s,7.8,mm/s,,,13,Figure 2A; Results,10.1073/pnas.1010930108; PMID:21187381,pending,""Paper report",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,median_planar_speed_mm_s,false,canonical metric token,EXACTLY_DEFINED
calibration_targets/targets.csv,4,speed,"riemensperger_2011_dopamine_deficiency,dopamine_deficiency,DTHg^FS/+; ple,2-5,female,Spontaneous walking in an open arena,median_planar_speed_mm_s,7.8,mm/s,,,13,Figure 2A; Results,10.1073/pnas.1010930108; PMID:21187381,pending,""Paper report",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
calibration_targets/targets.csv,5,mean_planar_speed_mm_s,"pokrzywa_2017_alpha_syn_flytracker,human_alpha_synuclein,UAS-Hsap/nSyb-GAL4,,female,FlyTracker locomotion tracking in vials,mean_planar_speed_mm_s,2.5,mm/s,mean_SE,,3-10 vials; 10 flies/vial,Figure 2A; Results,10.1371/journal.pone.0184117,p",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,mean_planar_speed_mm_s,false,canonical metric token,EXACTLY_DEFINED
calibration_targets/targets_review.md,9,speed,"- Riemensperger et al. (2011), PNAS, DOI `10.1073/pnas.1010930108`, PMID `21187381`, [toàn văn PMC3021077](https://pmc.ncbi.nlm.nih.gov/articles/PMC3021077/). Bài báo nêu median walking speed `7.8 mm/s` ở ruồi trưởng thành 5 ngày tuổi bị th",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
calibration_targets/targets_review.md,24,mean_planar_speed_mm_s,- [ ] Đã kiểm tra endpoint có thể so sánh với `mean_planar_speed_mm_s` hay không.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,mean_planar_speed_mm_s,false,canonical metric token,EXACTLY_DEFINED
calibration_targets/targets_review.md,43,speed,| `riemensperger_2011_dopamine_deficiency` | Ruồi trưởng thành 5 ngày tuổi trong Figure 2A; phần Methods/SI nêu mặc định thí nghiệm locomotion dùng ruồi cái 3-5 ngày tuổi; median walking speed 7.8 mm/s; open arena; Figure 2A/Results; DOI và,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
calibration_targets/targets_review.md,54,mean_planar_speed_mm_s,"- Nếu không thể quy đổi thành `mean_planar_speed_mm_s` mà không thêm giả định,",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,repository_text,mean_planar_speed_mm_s,false,canonical metric token,EXACTLY_DEFINED
configs/healthy_baseline_reproducible.yaml,26,speed,playback_speed: 0.04,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,config,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
